2025年1回阪神2日目 1R,2025030209010201,0DＣ  
2025年2回中山2日目12R,2025030206020212,03Ｄ  
2025年2回中山2日目11R,2025030206020211,0DＣ  
2025年2回中山2日目10R,2025030206020210,03Ｄ  
2025年2回中山2日目 9R,2025030206020209,03Ｄ  
2025年2回中山2日目 8R,2025030206020208,0DＣ  
2025年2回中山2日目 7R,2025030206020207,02Ｂ  
2025年2回中山2日目 6R,2025030206020206,02Ｂ  
2025年2回中山2日目 5R,2025030206020205,03Ｄ  
2025年2回中山2日目 4R,2025030206020204,03Ｄ  
2025年2回中山2日目 3R,2025030206020203,0DＣ  
2025年2回中山2日目 2R,2025030206020202,03Ｄ  
2025年2回中山2日目 1R,2025030206020201,03Ｄ  
2025年2回中山1日目12R,2025030106020112,0DＣ  
2025年2回中山1日目11R,2025030106020111,0DＣ  
2025年2回中山1日目10R,2025030106020110,03Ｄ  
2025年2回中山1日目 9R,2025030106020109,0DＣ  
2025年2回中山1日目 8R,2025030106020108,03Ｄ  
2025年2回中山1日目 7R,2025030106020107,03Ｄ  
2025年2回中山1日目 6R,2025030106020106,0DＣ  
2025年2回中山1日目 5R,2025030106020105,0DＣ  
2025年2回中山1日目 4R,2025030106020104,03Ｄ  
2025年2回中山1日目 3R,2025030106020103,03Ｄ  
2025年2回中山1日目 2R,2025030106020102,0DＣ  
2025年2回中山1日目 1R,2025030106020101,03Ｄ  
2025年1回阪神1日目12R,2025030109010112,03Ｄ  
2025年1回阪神1日目11R,2025030109010111,0DＣ  
2025年1回阪神1日目10R,2025030109010110,0DＣ  
2025年1回阪神1日目 9R,2025030109010109,0DＣ  
2025年1回阪神1日目 8R,2025030109010108,03Ｄ  
2025年1回阪神1日目 7R,2025030109010107,0DＣ  
2025年1回阪神1日目 6R,2025030109010106,0DＣ  
2025年1回阪神1日目 5R,2025030109010105,0DＣ  
2025年1回阪神1日目 4R,2025030109010104,0DＣ  
2025年1回阪神1日目 3R,2025030109010103,0DＣ  
2025年1回阪神1日目 2R,2025030109010102,0DＣ  
2025年1回阪神1日目 1R,2025030109010101,03Ｄ  
2025年1回小倉11日目12R,2025030110011112,03Ｄ  
2025年1回小倉11日目11R,2025030110011111,0DＣ  
2025年1回小倉11日目10R,2025030110011110,0DＣ  
2025年1回小倉11日目 9R,2025030110011109,03Ｄ  
2025年1回小倉11日目 8R,2025030110011108,03Ｄ  
2025年1回小倉11日目 7R,2025030110011107,03Ｄ  
2025年1回小倉11日目 6R,2025030110011106,03Ｄ  
2025年1回小倉11日目 3R,2025030110011103,03Ｄ  
2025年1回小倉11日目 2R,2025030110011102,0DＣ  
2025年1回小倉11日目 1R,2025030110011101,03Ｄ  
2025年1回京都8日目12R,2025022308010812,0DＣ  
2025年1回京都8日目11R,2025022308010811,0DＣ  
2025年1回京都8日目10R,2025022308010810,03Ｄ  
2025年1回京都8日目 9R,2025022308010809,03Ｄ  
2025年1回京都8日目 8R,2025022308010808,0DＣ  
2025年1回京都8日目 7R,2025022308010807,03Ｄ  
2025年1回京都8日目 6R,2025022308010806,03Ｄ  
2025年1回京都8日目 5R,2025022308010805,0DＣ  
2025年1回京都8日目 4R,2025022308010804,06Ｅ  
2025年1回京都8日目 3R,2025022308010803,0DＣ  
2025年1回京都8日目 2R,2025022308010802,0DＣ  
2025年1回京都8日目 1R,2025022308010801,0DＣ  
2025年1回小倉10日目12R,2025022310011012,03Ｄ  
